20091112_RATP_SCD_0005	bonjour bonsoir oui bonjour si je dois me rendre à aulnay-sous-bois en utilisant qui ont qu' on a pas je pars de parishad euh paris saint michel sur le rer b euh le trafic est rétabli sur le rer b c' est rétabli bon vous pouvez pas m' indiquer euh à quelle heure pour être à huit heures et demi pratiquer bien rétabli il y a l' interconnexion gare du nord il y a que trois rer sur quatre il y a que trois sur l' un des horaires ça correspondra pas parce que moi je pars de je pars de saint michel donc euh normalement je fais michel quand nino répliquant du nord ou le sous bois quoi il y a pas il y a trois trois rer sur quatre oui rer sur quatre bon bah écoutez merci beaucoup	ETFC
20110704_RATP_SCD_0012	un instant très il va vous répondre france s' il vous plaît ce que j' est vrai je vous appelle parce que hier j' ai acheté un ticket jeune et il y a eu un bug de machine c' est pas les bonnes zones qui sont sortis donc j' ai dû racheter un ticket jeune avec les bonnes zones et euh en allant au guichet la personne m' a dit le renvoyer ces tickets euh il y avait euh de le renvoyer une adresse que j' aurai par téléphone ah bon euh devait normalement elle devait vous donner un formulaire c' est pas merci donc je n' ai dit je suis sur internet alors c' est le service des remboursements vont se font au service des remboursements de la ratp service des remboursements cinquante quatre qui est de la rapée ce qu' on qu' est ce qu' il y a un et lac b zéro trois qui lac comme un lac et zéro trois b comme bernard oui le soixante quinze cinq cent quatre vingt dix neuf paris paris cedex douze est elle des monsieur est ce que euh si je les appelle ils sont susceptibles m' envoyer un formulaire par mail alors vous arriverez pas les appeler vraiment sinon vous demandez un formulaire un guichet mais bon et mon faut l' envoyer quand même je vous demande un formulaire mitry prérempli d' accord ça veut dire que c' est un agent n' a pas rempli vous donner un bon après bon vous écrivez quand même je demande un formulaire euh vous l' envoyer un vous précisez battement à soigner tous les justificatifs euh ah bah il y a rien qui ont été préférence la station le détail possible n' aurez pas l' utilité du ticket oui voilà et j' ai même pas on vous savez c' est un ticket jeune on écrit dessus quoi qu' on a vu que c' était pas les bonnes euh vous précisez euh tout ça ok bah je vous remercie au revoir	RETT
20091112_RATP_SCD_0382	bonjour bonjour oui bonjour euh le était pas moi je retraité ratp est sur ma carte que j' ai reçu là dans la nouvelle et euh moi je m' appelle il y a qu' après marqué uniquement oui mais si vous voulez quoi euh c' est une carte que pour ainsi dire c' est pas mon nom c' est pas votre nom euh non moi je m' appelle c' était mon ma photo mais y a marqué que c' est pas votre nom dans ces d' accord attendez je vais vous voulez passer sûrement bonne journée à l' avance bonsoir vingt et un et oui oui c' est le service clients à distance oui donc là c' est une personne retraité oui ou euh sur sa photo c' est bon sur sa carte c' est bon et pas son nom son nom correspond pas tout disent bon le passer oui merci bien	VGC
20091112_RATP_SCD_0367	oui et rejoint la très bien avoir un un renseignement euh cautionna les dix et maintenant euh un ligne quatre dix quatre vingt quatre vingt quinze n' est ça veut dire qu' il y a un mouvement de grève moi je ne peux que vous donner leur numéro de téléphone avoue que vous avez un retéléphoner clientélisme je vais vous le donner oui vous avez quoi noter c' est zéro huit cent vingt cinq oui zéro zéro oui entre huit trente huit point com oui lorsque zéro huit cent vingt cinq il est zéro zéro trente huit trente six c' est bien ça vous achetez il y a encore un peu en donc vous passe quand on a punira des renseignements hein quand même c' est athis cars qui s' en occupent oui d' accord je faut bien très bien je vous remercie alors je pense	ETFC
20091112_RATP_SCD_0628	alors oui bonjour ce serait pour payer une amende s' il vous plaît c' est une amende que vous avez eu dans le bus ou dans le métro dans le bus bon je vous passe euh le service madame oui bonjour bonjour c' est du service clientèle je te passe une dame qui veut payer son amende qu' elle a eu donc bus d' accord merci bonne journée c' est euh c' était je c' était un billet de banlieue à euh je mets bus	PV
20091112_RATP_SCD_0677	oui bonjour euh voilà j' ai le pass euh navigo à mon fils ça oui je suis passée dans une gare pour le valider et en fait ça n' a pas marché alors je n' ai pas le courrier sous les yeux à la possibilité de vérifier ensemble que tout a été fait c' est tout ce que la demande est bien passé auprès de vous en fait c' est un collégien parce que je crois que c' est pris en charge par le compte c' est euh imagine r c' est ça d' accord alors euh quel est votre nom s' il vous plaît alors oui euh d' accord et son prénom euh oui euh qui est alors vous habitez à quelle adresse soixante dix huit huit cent trente deux millions alors un instant s' il vous plaît d' accord madame oui oui alors le contrat les complet donc euh le passe c' est actif donc là c' est sur une machine que ça parce que je sais mais c' est ça qu' on vous activé alors quand euh oui c' est ça il passe à du coup je me suis yaaba je suis allé au guichet elle m' avait dit mais non il y a pas de commandes en cours pourtant vous avez été quand aujourd'hui là tout de suite j' en j' en janvier aujourd'hui on vous c' est impeccable bah écoutez le mieux je vais vous donner le numéro de téléphone euh de imaginaire ça sera beaucoup plus pratique pour vous c' est alors c' est le zéro huit zéro huit hein quatre vingts non ça soixante sept oui zéro zéro soixante sept d' accord donc c' est eux qui eux vont cette carte le pont vous c' est ok hein oh pour oui tout à fait ce que je peux voir et ok non plus la main sur le logiciel avec un merci beaucoup madame je vous en prie madame sur les merci au revoir	NVGO
20110704_RATP_SCD_0499	va vous répondre bonsoir oui c' est bonsoir voilà euh je vous appelle donc est ce que vous vous renseigniez aussi toutes les lignes même les lignes du rer euh sncf non non renseigné aussi sur la sncf quand bien sûr que la sncf nous donne toutes les informations mais généralement euh on les en après bah ça va dépendre de ce que vous voulez moi en fait parce que on m' a dit qu' il y avait des perturbations sur le euh ce soir savoir est ce que c' est quand même ou parce que ça c' est c' est un petit peu train de temps en temps alors attendez je vais regarder moi déjà voir ce que j' ai et euh rer e donc voilà moi euh donc apparemment il y a ils annoncent un mouvement social oui euh non mouvement social le même aujourd'hui ouais euh sur la ligne toute la ligne donc suppression des trains sont prévues sur les axes haussmann saint-lazare chelles gournay et tournant ok euh donc après euh plus l' application du quand le dix-huit pirates en gare de chelles gournay perturbent le trafic qu' ils ont oui circule entre le chénay gagny et euh chelles gournay ok jusqu' à nouvel ordre d' accord bon c' est un avant mais voilà directement leur numéro au niveau de la sncf pour le rer oui d' accord ouais c' est ça y est c' est pas son de boulot du euh dans votre entreprise ok ouais pourtant c' est pas plus cher que la ratp mais bon c' est vrai donc vous c' est pas grave et des merci beaucoup maintenant	ETFC
20110704_RATP_SCD_0448	d' accord est en train bonjour euh bonjour madame je vous appelle j' ai un petit problème pour avoir des horaires d' autobus oui alors c' est des fréquences de passage hein ce sont pas des horaires comment ce sont des fréquences de passage non mais auparavant dans les autobus on nous donner des des clients oui alors vous moi je peux vous donner si vous voulez vous faites un une fréquence de passage par rapport au bus que vous souhaitez ah bon parce que ça n' existe pas si vous avez euh un terminus pas de les terminus on voit plus personne d' accord oui même dans les bus c' est vrai que maintenant ça se fait de plus en plus rare et pourquoi alors faut faut se renseigner au non c' est c' est très difficile maintenant pour avoir les horaires vous voyez quel bus c' est bien le cent cinquante et un et le deux cent cinquante et un d' accord au départ de la gare de euh ben le terminus huit pablo picasso bobigny pablo picasso le deux cent cinquante et un parce que le cent cinquante et un je de il fait et qu' est ce que ce qui fait comme l' ennemi se termine à la porte de pantin en ce moment il y a beaucoup de cent cinquante et un vous le vous le prenez où d' habitude et bien je le prends jamais toi j' ai une joie bobigny c' est ça euh je ne vois pour bobigny je vais regarder ne quittez pas oui merci madame c' est vous plaît parce que je vous ai dit je ne vois mais c' est changer de c' est charles jude oui c' est c' est pas grave alors moi ce que j' ai des des passages hein alors vous leur souhaitez à partir de neuf heures le ce le matin moi j' ai un peu peut le huit heures cinquante quatre alors huit ça passe à neuf heures deux en fait vous avez des fréquences de passage de dix à douze minutes si je douze d' été tout à fait alors neuf heures neuf heures euh neuf heures neuf neuf heures sept oui neuf mais malgré tout je peux quand même oui tout à fait euh ce matin je lui présumant de au chauffeur qui m' ont donné m' a donné un cinq est supprimé depuis le trente juin oui mais mais mais euh ça existe toujours et c' est oui enfin il y a rien de moins en moins c' est vrai il y avait des bornes oui tout à fait oui bon et bien enfin j' ai dû je sais l' arrêt des des fréquences de passage hein oui entre tout à fait d' accord et bien je vous remercie moi	HORR
20110704_RATP_SCD_0153	faut réformera bonjour oui euh je me permets de vous appeler parce que j' ai vu euh et j' ai entendu dans au niveau du rer a qu' il y avait des travaux entre joinville le pont et boissy saint léger il y aura des travaux il va y avait euh concrètement parce que j' ai eu un message là sur le site euh on me met le trafic sera ralenti entre les gares de joinville le pont et boissy saint léger et après une nouvelle frappe qui dit des navettes trains assurent la desserte voyageurs entre les gares de joinville le pont et boissy saint léger toutes les vingt minutes alors en effet hein vous descendrez au niveau du rer a obligée de descendre parce que comme ça n' était que le trafic était ralenti c' était pas euh obligé de descendre et vous allez lineavec train il partira donc de joinville le pauvre euh j' ai euh jusqu' à euh boissy saint léger et environ toutes les vingt minutes oui et ça on ira ou prendre euh le qui et le quai deux je je oui d' accord mais ça va il avait rénove le pont de le pont de bonneuil période de changer de qui est en fait vous aller jusqu' à champigny sur marne non c' est pas champigny les entre les gares de joinville le pont et boissy vous oui la champigny il faut je en fait vous allez arriver sur le quai un et euh je voulais j' estime que tous les sur le quai de en fait et ben non ça promet euh de une pagaille oui non à euh étant il est euh empêcher oui on va dire on va dire à peu près entre perm innovation qui se obligatoire sur ce viaduc pour des raisons de sécurité donc ils sont ils sont en train de le refaire au souci éventé un pas qu' ils le font juillet en haute un instant s' quand même il y avait de moins impacté euh parce que connaissant déjà les aussi il y a euh la circulation d' accord bon bah merci pour les	ETFC
20110704_RATP_SCD_0129	un instant on va vous répondre bonjour s' il vous plaît oui bonjour madame c' est pareil elle venait j' ai un problème un peu je je bénéficie de un de la gratuité dans les qui d' une carte Émeraude donc à ce titre j' ai donc un coupon hier je prends mon métro euh à guy môquet oui à l' annexe non rentrez pas ça marchait pas et mon ticket a été absorbée dans l' autre sens donc dans la colonne alors la jeune fille de aimablement hier comme l' appareil à trouver mon ticket voir avec la maintenance pour voir si effectivement il est brillé si les plus loin mais je me dis peut être euh à quelqu' un a remis un ticket plus tard puisque ça refonctionnait j' ai que le ticket il a été rejeté ce que je pense pas tellement qui m' ennuie beaucoup madame c' est un ticket vous avec les mairie ne renouvèle pas c' est c' est coupon là oui oui pas le souci c' est que là là là à l' agent un prix vos coordonnées elle a fait un rapport à la porte drapeau du tout c' est moi qui ai demandé à remplir le le cahier j' ai fait une réclamation comme j' ai j' ai mis mes coordonnées avec à elle doit remplir un document justement prenant vos coordonnées pour que justement une fois que l' appareil sera vérifier le service euh technique hein vous euh vous insérer après le coupon sera remis au service le retrouve pas que coupon madame pas là après c' est le service technique qui passe hein donc la rue des mondes tout hein c' est pas c' est pas l' agent euh donc là c' est le service technique de maintenance qui passe un qui lui euh vérifier l' appareil dans tous ses dans tous les sens d' accord médicaux récit jamal retrouvait pas qu' il fallait me dis moi je crois pas me elle me dit si jamais quelqu' un euh il est ressorti moi je vois pas comment il a peur sortir mais elle elle me dit ça parce que moi moi ça quand même parce que moi je suis ennuyée avec ce coupon là le problème c' est qu' en effet on doit pas un euh à la fois tant de en attendant vous devez en effet avoir des titres vous êtes contrôlé bon tant pis si ça me coûte un peu d' argent peut façon je mesure partir en province là pendant pendant un mois mais si vous voulez euh est ce que au courrier quand même si jamais on retrouvait pas c' est quand même un cas spécial sous que la fin de la était de ratp peu engagée est ce que j' y aura recours pour que effectivement c' est ce même en plus me renouveler ce ce coupon à la plage ou le après euh déjà attendez attendez de joindre l' enquête ils vont c' est vous qui avez fait une réclamation l' agent vingt vingt huit vos coordonnées mais moi je les ai marqué sur le cahier euh saute et des réclamations mais normalement elle devait obligatoirement ben faut vous partiez vous passez vous êtes loin du de la station en question non non pas du tout donc vous de vos automatiquement remplir un bordereau le rempli un pardon le rempli mais elle doit obligatoirement vous demander vos coordonnées et tout beaucoup de les les gens puissent au courant que la maintenance effectivement regarde quoi ça se voit c' est que la réclamation elle va aller au service technique l' encadrement mais bon euh oui par des glieres sur le quai donc c' est bien le demander à remplir un bordereau justement pour vous euh pour vous permet le bus aller plus loin ça fait voilà c' est ce que je dis moi j' ai rien alors je l' ai fait comme il y a pour qui une trace du jour parce que on peut dire après si vous voulez bon enfin il y serait périmé dans deux mois je serai tourne en station demande d' avoir remplir un bordereau bah le bus c' est l' agence qu' il fait mais c' est la prise de service clientèle vous recontacter justement suite au maintenant d' accord ok bon bah écoutez je vais lui repasser d' accord merci madame madame au revoir	NVGO
20110704_RATP_SCD_0280	un instant on va vous répondre je vous appelle parce que j' ai vraiment prendre en fait qui est en travaux je là euh sur le rer entre saint maur des fossés vous marne et je voudrais savoir exactement que si il y a des trains qui sont maintenus parce que là j' ai en information qu' une navette entre boissy joinville les esquisses pas oui en effet y a des bus de vous des travaux mais les trains vous euh vous aurez c' est à dire que le train va circuler une fois sur le nouveau circuler sur deux fois entre joinville et boissy il ne circulera que sur une voie donc vous avez une fréquence de vingt minutes c' est tout pour oui vous au lieu des deux c' est tout mais d' accord mais j' ai dit c' distendent navette qui circulent non non il y a pas de c' est le même comme il y a il y a qu' un train sur deux il y a bien des trains non non non non ce sont des trains d' accord donc il faut faire attention voir un train au lieu de c' est tout est ce que vous pouvez m' expliquer le tram de ce qui passe au parc de saint maur à sept heures quatre et je crois qu' il fait pas d' arrêt à joinville ce qu' il y a un train sur les voir oui c' est un préfet qui fait pas d' arrivée ce qui s' est pas d' arrêt donc il tombe très bien je vous remercie	OFTP
20110704_RATP_SCD_0164	un instant d' abord répondre ah je rentrais après oui madame et je dirais pour un petit renseignement je sais que vous vous bas il y est en travaux alors j' aimerais savoir si la correspondance c' est avec euh la ligne mais c' est que ça s' écrit par alors c' est la ligne cinq c' est rétabli ou pas au niveau de bastille euh je ai les pas merci jusqu' au vingt et un juillet jusqu' au mois bien je oui les travaux sur la cinq avec la cinq pardon d' accord mais est ce que je les correspondances avant de tomber non non pas pour la cinq toujours d' accord d' accord d' accord bah salut au revoir	ETFC
20091112_RATP_SCD_0134	un instant oui euh euh oui bonjour est ce que vous pouvez m' aider pour mon itinéraire je pars du du cent quarante huit euh de la mairie de drancy et euh je voudrais me rendre au trente promenade de gens en euh du cent quarante huit de la mairie de drancy l' adresse c' est cent quarante huit mais les dedans euh non non c' est la mairie de drancy euh euh et c' est l' arrêt d' accord au lieu d' une ligne de bus cent quarante huit heures du trente promenades gens posent à bobigny oui parce que je ne sais pas du tout où c' est merci patientez un instant madame s' il vous plaît donc au départ à la mairie de drancy va falloir prendre le cent quarante trois en direction de rosny sous bois un mot parce qu' en fait qui m' a dit euh bon écoute je je je je suis votre itinéraire alors le cent quarante trois je descends avenue marcel et au même arrêt donné emprunter le bus deux cent trente quatre en direction du fort d' aubervilliers monsieur oui et l' arrêt c' est la martinière parce que en fait il m' a dit que c' était pas loin du tribunal hein de bobigny que j' avec une station de tram votre arrêt c' est bien on prend promenade jean rostand c' est bien ça bobby promenade de gens en oui aux environs tangi par jean rostand vous dire c' zéro un instant c' est jean rostand euh et en prenant par le tram c' est pas mieux je vais regarder vous patientez un instant madame s' il vous plaît donc j' ai soit effectivement il y a que je vous ai donné aussi non sans avec le cent quarante huit ou cent quarante ça changera pas avec les tramways ce sera pas plus accessibles c' est ça alors donc euh alors qu' est ce que je prends par le donc le cent quarante huit donc le cent quarante huit en direction de pablo picasso descend d' agent dusserre agence je nécessaires oui ensuite le cent quarante six direction les bosquet oui et l' arrêt c' est pablo picasso donc euh pablo picasso c' est le c' est le métro tout à fait d' accord et après et là vous êtes en face de cette avenue demain donc c' était mieux ça parce qu' en fait je suis plus près de de george bus que que la mairie soit de au départ de la mairie donc pablo picasso donc c' est le terminus alors c' est c' est c' est ou vingt minutes a en fait pas alors vous allez arriver avenue paul vaillant couturier faudra traverser et vous diriger sur l' autre se retrouvent en fait en face de vous et ce sera à côté de la caisse primaire d' assurance maladie exprimer maladies oui c' est ce qui m' a parlé d' accord bon c' était mieux ça dans le dans l' instant le lance une demi heure oui sauf que le deux cent trente quatre euh onze à une heure de l' après midi à euh fort d' aubervilliers c' était toujours était par euh comme ça quoi non non journée bonne journée madame	ITNR
